ParticipantID,Phase,Trial,TimeStamp_sec,Yaw_deg,Pitch_deg,TargetNumber,isCorrect
P003,HRTF_A,0,0.021,1.99,1.85,20,1
P003,HRTF_A,0,0.036,1.91,1.84,20,1
P003,HRTF_A,0,0.043,1.85,1.86,20,1
P003,HRTF_A,0,0.055,1.81,1.87,20,1
P003,HRTF_A,0,0.069,1.78,1.88,20,1
P003,HRTF_A,0,0.125,1.76,1.90,20,1
P003,HRTF_A,0,0.141,1.76,1.90,20,1
P003,HRTF_A,0,0.153,1.76,1.97,20,1
P003,HRTF_A,0,0.167,1.80,2.01,20,1
P003,HRTF_A,0,0.180,1.84,2.04,20,1
P003,HRTF_A,0,0.194,1.87,2.04,20,1
P003,HRTF_A,0,0.208,1.90,2.04,20,1
P003,HRTF_A,0,0.222,1.93,2.05,20,1
P003,HRTF_A,0,0.236,1.96,2.07,20,1
P003,HRTF_A,0,0.250,1.97,2.08,20,1
P003,HRTF_A,0,0.264,1.99,2.09,20,1
P003,HRTF_A,0,0.278,1.99,2.10,20,1
P003,HRTF_A,0,0.291,1.99,2.10,20,1
P003,HRTF_A,0,0.305,1.98,2.10,20,1
P003,HRTF_A,0,0.319,1.96,2.12,20,1
P003,HRTF_A,0,0.333,1.94,2.13,20,1
P003,HRTF_A,0,0.347,1.93,2.13,20,1
P003,HRTF_A,0,0.361,1.91,2.13,20,1
P003,HRTF_A,0,0.375,1.89,2.16,20,1
P003,HRTF_A,0,0.389,1.87,2.19,20,1
P003,HRTF_A,0,0.402,1.86,2.22,20,1
P003,HRTF_A,0,0.417,1.86,2.23,20,1
P003,HRTF_A,0,0.430,1.86,2.23,20,1
P003,HRTF_A,0,0.444,1.86,2.23,20,1
P003,HRTF_A,0,0.458,1.86,2.23,20,1
P003,HRTF_A,0,0.472,1.87,2.24,20,1
P003,HRTF_A,0,0.486,1.88,2.26,20,1
P003,HRTF_A,0,0.500,1.89,2.27,20,1
P003,HRTF_A,0,0.514,1.90,2.28,20,1
P003,HRTF_A,0,0.528,1.92,2.29,20,1
P003,HRTF_A,0,0.541,1.93,2.31,20,1
P003,HRTF_A,0,0.555,1.93,2.32,20,1
P003,HRTF_A,0,0.569,1.93,2.33,20,1
P003,HRTF_A,0,0.583,1.93,2.34,20,1
P003,HRTF_A,0,0.597,1.93,2.35,20,1
P003,HRTF_A,0,0.611,1.93,2.36,20,1
P003,HRTF_A,0,0.625,1.93,2.38,20,1
P003,HRTF_A,0,0.639,1.91,2.43,20,1
P003,HRTF_A,0,0.652,1.89,2.49,20,1
P003,HRTF_A,0,0.667,1.88,2.52,20,1
